analysis.submitter_id	analysis.analysis_id	analysis.input_files.file_name	analysis.input_files.file_size	associated_entities.entity_id	associated_entities.case_id	associated_entities.entity_submitter_id	tss	participant	sample	portion	plate	center
d2587070-cb7d-440d-ae49-52f5077248e6	91807296-452f-4652-9ffa-125bec1aa2d4	93605a3b-c118-4005-ab95-501eed79e5f9_gdc_realn_rehead.bam	10028713045	a323e90d-02b3-4f8f-8d70-f3ca2957e4d5	d259eeb2-d15e-436d-9d37-2d0b7658bc91	TCGA-D5-6534-01A-21R-1928-07	D5	6534	01A	21R	1928	07
e158f016-7605-45b7-8e4f-bbe313fc461c	885b2e46-0016-46f0-9138-24853e790fd8	36d1fa07-3f78-4ed5-b00f-f8b6847aaab5_gdc_realn_rehead.bam	7069101544	5b7b69e2-7656-47f2-b00f-06db08188c74	81a7184e-f9f5-4e3f-9603-5f5642386c1e	TCGA-T9-A92H-01A-11R-A37K-07	T9	A92H	01A	11R	A37K	07
564daa81-cfef-45b6-94a0-3249b2724d9b	1ce57a33-b19d-431c-b7c8-43c6bb96bf06	5b49dd79-a663-45bb-b56b-8b4b00b68191_gdc_realn_rehead.bam	927377530	4a01323f-408b-4e74-8686-ee6d4d076ee8	28033279-cc74-4775-afdf-2497f6ddb55c	TCGA-AA-3506-01A-01R-1410-07	AA	3506	01A	01R	1410	07
b539ee0c-6887-4566-b16d-0990c8e1a3c1	4ca21454-0190-4571-9583-20499923f27c	f45fc4a4-bbd6-4177-bd1f-04074e728d0e_gdc_realn_rehead.bam	4981811855	580423c8-4aa9-4677-8d58-a09bc89bb11c	e8e80df9-e3ba-4dec-b8fc-a5e80d8c6798	TCGA-AD-6890-01A-11R-1928-07	AD	6890	01A	11R	1928	07
087666cd-47ae-4f56-b947-d6aa1c25e8a7	a5158105-5e45-4231-a255-d03aef143942	8c5a8c49-186c-442f-b531-cc4e70fc1079_gdc_realn_rehead.bam	9601797269	61e7bd27-eded-4508-932a-dedef832192b	849442d3-eb82-416e-9d36-2fc15dfac67a	TCGA-DM-A1D4-01A-21R-A155-07	DM	A1D4	01A	21R	A155	07
11320586-6000-4f23-8e68-926175cfadf2	837981f5-51a4-4356-922d-19102c6b67f0	c382a65a-2a05-4105-8a12-5eb56e500bbb_gdc_realn_rehead.bam	2156083028	faaec742-95ec-4c88-8d88-0807203ca8c5	60ad2c8a-6bbf-43fc-ae73-cc1f6d6c163c	TCGA-AA-A00F-01A-01R-A002-07	AA	A00F	01A	01R	A002	07
692efd81-4aba-45fb-a7fd-35c10c79ebf2	6cd51b78-bb17-49d1-bef6-ad225b157bde	732ca4a1-61cc-48d2-8417-27ba7189496c_gdc_realn_rehead.bam	2018424369	12ce64f2-7acc-4aa5-9c37-e6bedd37617e	ad440651-a2de-4bb1-90da-1e5e8975ab59	TCGA-AA-3521-01A-01R-0821-07	AA	3521	01A	01R	0821	07
a77fad02-ff7d-4f73-8a19-caa329589dea	0d465d5d-ae52-431a-802f-3919bb7d4957	be9efccd-e80f-4804-8298-e2aa22c88e52_gdc_realn_rehead.bam	1650754751	afac17a3-d4bc-4fbd-bc8e-0847dffe8dd2	2a971e32-b0e7-4a3f-8c40-62d69c0307d8	TCGA-AA-A03F-01A-11R-A16W-07	AA	A03F	01A	11R	A16W	07
03109baa-936f-49ae-acb3-2d00ac03c7ab	e470ea3e-fc19-423f-aae8-dc9f3de10ce4	2834277f-3c76-42b6-939b-eeeaa3664bc0_gdc_realn_rehead.bam	1672097082	2f3757e6-a1e3-4023-bc14-afeacb440a9c	81555ac5-9cc2-49ae-9033-657f56243f20	TCGA-AA-3939-01A-01R-1022-07	AA	3939	01A	01R	1022	07
2c09404f-c5e8-4e8a-a51b-c8bdbc923efe	e64b30f0-c419-4349-864a-4f96743222c9	83f0c190-d805-4d56-855b-ff6ed2ccf81a_gdc_realn_rehead.bam	1496547613	108f0dea-e0f7-404f-8fb7-3fa4627af7c8	d17a2ab0-faef-40de-a87d-1291868b200d	TCGA-AA-3679-01A-02R-0905-07	AA	3679	01A	02R	0905	07
7c12c6da-5e8a-4cd1-972f-e76178e09b7d	e16761b1-f1e3-4533-ad64-958a8f7ba572	9c0c4013-f268-433a-ab36-becd7c973fc3_gdc_realn_rehead.bam	10462053985	5f6fb619-ac35-4806-88e7-0f5d90c64fd1	99c532b0-6b42-4925-a344-fc7262c415ee	TCGA-DM-A285-01A-11R-A16W-07	DM	A285	01A	11R	A16W	07
075a759b-21e0-4cab-a6b2-c5d65f7ccdbc	82645950-b4a6-44ca-a329-0f9012c5f5d3	775b2fea-2866-4e67-8356-63531b7ef769_gdc_realn_rehead.bam	5468497042	5211d679-261f-4eda-ae1e-c4b33cbac9c3	e3b0ee77-c419-4b2b-833f-90a221415489	TCGA-NH-A6GB-01A-11R-A37K-07	NH	A6GB	01A	11R	A37K	07
b65c7ed9-f7ef-41ea-8d92-793a6630f424	71db3b60-5df5-4841-be90-21a399ad2e99	abad78c0-20fe-4fef-ac2f-4e3b6f4f2635_gdc_realn_rehead.bam	2012812666	9d186179-08a2-4cc4-b438-66968cca22f8	93cd5d07-e0d3-40f8-ae7f-beadb1efb7c1	TCGA-AA-3972-01A-01R-1022-07	AA	3972	01A	01R	1022	07
b57f69a6-91ca-4131-a654-5495f6dd1131	3951435b-584d-424b-847d-924f14f31c4b	9ed21c0d-534b-4cb3-ae43-76493e097644_gdc_realn_rehead.bam	5791731399	1493b166-ffc2-4689-8b77-a8b972b6dbc0	07dc5a1d-64b7-42ba-928e-9753bd533c1e	TCGA-A6-2675-01A-02R-1723-07	A6	2675	01A	02R	1723	07
dd2f8e69-327d-453c-bbea-81b0bea7f977	b26882f3-6dff-4d8e-a4f5-8eb6b52b3a92	217fb243-bc57-4764-b004-9e3043858735_gdc_realn_rehead.bam	5239989350	58d47d74-8218-4ec8-9956-f737382d4f30	e7dbfca1-9657-4952-8e0d-dec6373dda5b	TCGA-G4-6321-01A-11R-1723-07	G4	6321	01A	11R	1723	07
81903241-4091-45eb-baf1-90b10b727208	3f5fc666-6f63-49f5-a5e5-a698af025a8a	3c79881d-ab26-4c89-953a-e57049a26b9c_gdc_realn_rehead.bam	5877396084	9043031b-caea-441e-8187-34f63ab36978	38d65618-4857-490e-86b3-0a3f772a9f60	TCGA-CK-5916-01A-11R-1653-07	CK	5916	01A	11R	1653	07
99b6e196-2624-48bd-8922-d7c3af7e0d36	fa377b20-8b15-4f57-87e0-266530f7462e	e4dfc040-1ada-48ae-b229-397bc3f8d2a9_gdc_realn_rehead.bam	9947945189	254a13a2-1e25-46d5-a70e-805da1fed514	c48e2ce0-3806-4675-92f3-d38ff67c5efa	TCGA-DM-A28M-01A-12R-A16W-07	DM	A28M	01A	12R	A16W	07
737a6ce7-5446-4610-bf9f-5c46b769b842	0a79df05-f4ed-4d40-8b2b-e54acce99e47	3bcc9178-5387-4aaa-94f5-79d559f4feb6_gdc_realn_rehead.bam	6056026730	7da31566-c632-479e-93d1-01488621c12b	b6202d8d-dd3c-4fa2-9242-6e55759846af	TCGA-CM-5344-01A-21R-1723-07	CM	5344	01A	21R	1723	07
8989435b-4c14-4d4b-8cec-c9db8511b4d0	caa67187-9edc-47b4-9685-9e08997ef960	da093084-a1e7-460c-9002-a62042307a8b_gdc_realn_rehead.bam	2693130338	2d2e8d25-3f08-4cd2-bc91-aa31a383cbd3	01ad5016-f691-4bca-82a0-910429d8d25b	TCGA-AA-3561-01A-01R-0821-07	AA	3561	01A	01R	0821	07
ed228bb8-2573-4860-94db-7fea3cb44438	6ce00dc0-b917-4849-802c-c9dc1abb5491	d68c3434-a04c-4096-9d2c-9b9a4c9c7ad6_gdc_realn_rehead.bam	6253902469	116eb411-e34a-4d37-8fce-87b72c902529	c8de215d-53a4-4e6c-be58-5887a8094815	TCGA-AD-6965-01A-11R-1928-07	AD	6965	01A	11R	1928	07
f6893b7f-2472-416b-b137-33dae673d150	116a2b36-b43a-468c-b5f1-85790b7b7a09	6b416250-6c01-45df-bd25-ba12787f14ed_gdc_realn_rehead.bam	8779731052	9abef075-5168-4a66-9826-fd61c94b8f6d	c83d38fc-e011-4f75-a100-96513611f3e9	TCGA-QG-A5YV-01A-11R-A28H-07	QG	A5YV	01A	11R	A28H	07
514976b1-4fb9-4924-8bbf-ffbf5d7eaad5	b0d00c0d-018c-448b-b609-26fc0cd52f6a	23406c10-b751-4552-8599-e040269848ae_gdc_realn_rehead.bam	7063380597	ae0b0540-fcb6-4c9e-8835-2cb24933a01f	c113808a-773f-4179-82d6-9083518404b5	TCGA-AD-6548-01A-11R-1839-07	AD	6548	01A	11R	1839	07
a202e636-8c19-4ce8-9902-bdd7be7a3447	0cd2da7e-9fb4-4f57-9d4e-bafd1831a54b	cd9feeb7-2a7f-498a-b1fa-4eb5ef6c12c1_gdc_realn_rehead.bam	8519635518	c4bd435f-a171-401b-abc5-1d90b03e2d9b	0ec6ed47-db99-4273-9823-ffbde6a77091	TCGA-A6-6651-01A-21R-1839-07	A6	6651	01A	21R	1839	07
bef7dd4d-624a-4b35-aab8-bf1c99d3bf01	c19e41ab-9600-4f49-b97f-655e10ed5eea	c7562341-4438-4542-b6d7-a680f1d6020e_gdc_realn_rehead.bam	5463985072	e11b286b-e614-4ab3-8ad0-002a183dcb94	aedde4a5-6520-40b9-9721-c9b826490b7a	TCGA-CM-6166-01A-11R-1653-07	CM	6166	01A	11R	1653	07
4e21fbbb-d38a-4af7-87df-055624c780e2	b57f0b43-cfc9-47de-b1ef-4ae48e145e70	554fb168-997a-4e45-b3ff-82b7606e7696_gdc_realn_rehead.bam	7000849112	e4eaae39-90e1-4900-af4c-f9211149a4f5	ec3f3f11-75df-4fcc-ba03-f19aca907645	TCGA-CM-6162-01A-11R-1653-07	CM	6162	01A	11R	1653	07
08239d16-937c-4758-9e3d-38217e4c9f35	3bd7c891-9cd0-4c94-b6de-d163a9d50b24	eb62ed0c-b42d-41c1-a9ff-4e2cbd89c08e_gdc_realn_rehead.bam	2361294767	2caeddb8-47d4-4e53-bd70-17d5b2269462	beb63625-d9bf-4ccd-bc53-635b53d24240	TCGA-AA-3870-01A-01R-1022-07	AA	3870	01A	01R	1022	07
5f5c42f3-3631-43a3-9774-164eca819389	e4d7e037-2420-4da1-902b-466285b274c7	114fdb62-d353-421a-93e5-2acaf2b420d1_gdc_realn_rehead.bam	1834663885	1dc3f8d9-c9fd-4178-a0d1-520fcf2a5ebe	ca22edd4-eb7c-4677-84aa-6f0354459a19	TCGA-AA-A00R-01A-01R-A002-07	AA	A00R	01A	01R	A002	07
c0085daf-b7dd-4c12-b347-6949c2421934	304c061c-5f4f-4cc8-ac06-fb3a194f8eea	7ab408af-a8b3-4879-aea0-7cd5dade0f00_gdc_realn_rehead.bam	7121487971	712f8dd6-0b5f-49f1-8fd1-d220d1e174cd	ae6b315f-3f78-4695-adfa-48b0bbab2c89	TCGA-D5-5537-01A-21R-1928-07	D5	5537	01A	21R	1928	07
80592959-da54-41d0-9b82-ed279be3ecea	b10a369f-b8d1-42ad-9831-63b0b2cd82bd	cf9245ca-b750-4a25-9d4f-5ff203a2c786_gdc_realn_rehead.bam	2511213964	75c8ccb7-9a13-4e28-9946-9a80e13ba160	80e677b1-5ebe-4069-a1a5-1538ffee6642	TCGA-AA-3509-01A-01R-1410-07	AA	3509	01A	01R	1410	07
586cc5be-d91f-47ea-9d1e-c3b65b2af33f	baf1f95a-1f2c-4fe5-8c91-ea3d8f024913	427699e0-0350-4178-bbb5-7a1eb7cf4c48_gdc_realn_rehead.bam	2938259540	ee944fbe-c1de-4060-b05f-81cde4ec0c27	b16bb717-d1cf-4237-a554-43f3995b82f2	TCGA-AA-3815-01A-01R-1022-07	AA	3815	01A	01R	1022	07
7a0818ac-0f38-4e44-87da-55d812e447cd	6dcae915-a377-49ad-bbf9-bad0fca1b0cf	156dac05-7330-44be-8492-4f66f97b6d7c_gdc_realn_rehead.bam	8771740673	e19e34f1-f609-4cfc-8500-c013c270e81b	cc22913d-2dda-48bb-82aa-9960b73f3e44	TCGA-NH-A5IV-01A-42R-A37K-07	NH	A5IV	01A	42R	A37K	07
97675f21-ce94-4e7c-bc46-179cc2903bf3	4a0c9ffd-483d-4ae9-a75c-798e43e9eeaf	4fd94c9f-9821-430c-8ffe-956863b32894_gdc_realn_rehead.bam	5328382292	063ab4f7-2fb9-4e6e-9d47-c1199ba8d9a3	bab21810-f51b-421e-a87f-1f1136cbc77a	TCGA-F4-6806-01A-11R-1839-07	F4	6806	01A	11R	1839	07
9df0a5b7-5bf9-4795-9910-bbf7cccf6fda	f511460c-da06-4958-9629-e54ffa3abc9f	1119cfc0-3447-4d66-abce-91f935d58ff9_gdc_realn_rehead.bam	4926866139	47888c0a-0fd8-4bc2-844a-dfea0ce21bed	c7c5348f-5708-45bf-b40e-1bf7c9348f60	TCGA-A6-6142-01A-11R-1774-07	A6	6142	01A	11R	1774	07
6f699ea3-1d77-493e-9e9b-a3e2abbd2873	59a8fdd1-f258-4462-871a-680c0b2e8ad9	d0b3d39c-9348-4c65-b879-1287e13d648d_gdc_realn_rehead.bam	2903007156	b4379a0c-74e3-4e5f-a790-b7a86acdaa44	e831369c-78c0-4c75-9cf3-f46ed669312e	TCGA-AA-3544-01A-01R-1873-07	AA	3544	01A	01R	1873	07
0422da40-5671-48c5-bbe0-e32a476c5cda	f6379539-51b4-4410-8149-63da849acf8c	06fa9bfd-61a2-464b-ac7a-cdedd46ea1b4_gdc_realn_rehead.bam	11362132559	fbf405c9-b3de-4e77-b7c2-b97dc8e90e76	d71ae66e-2c8a-4fd8-8b4b-a5a2d456a21d	TCGA-DM-A1DB-01A-11R-A155-07	DM	A1DB	01A	11R	A155	07
92bd3edc-d6f3-4cfc-be03-4662199a06c2	0fca5e0a-4156-4c24-b875-227a0080d004	75f985b1-a45c-45c6-89b4-8569756592ac_gdc_realn_rehead.bam	2401063100	ad28b826-ccfe-406e-a8c1-232702fc2ddd	3a785e32-7960-4c72-84c4-fb42c4dd86f1	TCGA-A6-2678-01A-01R-0821-07	A6	2678	01A	01R	0821	07
1c48525e-6f1c-4ca0-9bb4-a9350cbca89f	05242429-8705-46d8-8d4a-f958c75cd05d	6dc941a9-6e07-43f4-9d69-2255c98378da_gdc_realn_rehead.bam	1749864550	4487f658-d3c7-4efa-bdaa-dfec82673a5e	a06c09a8-0951-49f4-a765-5147bbcae109	TCGA-AA-3664-01A-01R-0905-07	AA	3664	01A	01R	0905	07
ae9b8c3d-6bf6-4b5c-b2f0-c9ddc334634e	931ed19b-15d5-4593-b6ad-8ce874c0f1da	88af4276-749a-4928-81e8-2361b2da1324_gdc_realn_rehead.bam	5835132111	7e7bd6d1-e7ee-472c-9c03-abcf2bff5688	f9b5e6a5-c2da-4a0d-9251-bb6f557b7b58	TCGA-AA-3660-01A-01R-1723-07	AA	3660	01A	01R	1723	07
caaf2201-e0d8-46af-9d53-ae776306761f	e5918c4d-5f93-47cf-b2cd-b28fd1d28351	8fcff146-0291-499a-a774-efeb38847874_gdc_realn_rehead.bam	1811469236	58b577ba-2193-4bfc-9363-c10652306ce6	a512701f-88bb-4b05-8c94-fd285b9dd13e	TCGA-AA-3666-01A-02R-0905-07	AA	3666	01A	02R	0905	07
7e5fbe6a-4463-424b-b024-b207d4a89962	338bce58-0bc2-469b-886a-2491aa9549bd	aed2770a-9e36-4126-9cfa-e6cdf401dd64_gdc_realn_rehead.bam	8924500064	06c5b3d6-24c7-4d53-8871-7a9b19377c20	fac2c617-8149-45bb-b766-fbe13dc3c425	TCGA-DM-A1D7-01A-11R-A155-07	DM	A1D7	01A	11R	A155	07
6947d9d0-2d4f-444e-889f-7dafccb67251	93a2b547-f9ec-460f-8fd2-6d95bdf393d1	5aa9de93-e5c4-4fea-b6b9-5f1501dd2f49_gdc_realn_rehead.bam	8086037028	f929a4be-b527-4e99-9b29-ef28d62f0bbb	d7048098-09b3-4763-ad54-9c5c6fe14bc0	TCGA-CM-6678-01A-11R-1839-07	CM	6678	01A	11R	1839	07
902732ab-8a29-46ae-a06d-556ab3cb6825	e88a1cec-d39e-44fb-8abd-1aa5c1cb01b4	8c8f4902-eb40-418c-8e52-82e74272356a_gdc_realn_rehead.bam	9671374339	354e7bb8-0b64-40ad-ac20-af3dbacb8e16	4aadf2a2-ce1e-4f94-b146-59292e83e7fd	TCGA-CM-5868-01A-01R-1653-07	CM	5868	01A	01R	1653	07
6314b0c4-f403-4c6b-91ba-02bacf1c6de7	2a444d83-772b-478f-905d-70c3df6bd6ce	006cb4e4-cb57-4b4f-98ed-475fa7f7f74d_gdc_realn_rehead.bam	7791619897	5b345610-029c-40b8-b39a-7d6657a6866e	19d1a5fc-3ce9-4e43-a364-a4150bcf911b	TCGA-A6-2686-01A-01R-A32Z-07	A6	2686	01A	01R	A32Z	07
9e189255-33ba-4802-934b-dd8a7898ef0a	813dcc58-8b57-494a-ad00-ec947e485b6a	7c71c062-49f9-4613-9253-dbfe9353502d_gdc_realn_rehead.bam	1378657805	85dd63e4-f58f-401d-8a76-cabc67a06fa9	77a44132-af22-4115-9fa2-78f2f74bf687	TCGA-A6-2682-01A-01R-1410-07	A6	2682	01A	01R	1410	07
